nombre,partido,PARTIDO_PARA_FILTRO,GENERO,CARGO_PARA_FILTRO,CARGO,INSTITUCION,CCAA,SUELDOBASE_SUELDO,COMPLEMENTOS_SUELDO,PAGASEXTRA_SUELDO,OTRASDIETASEINDEMNIZACIONES_SUELDO,TRIENIOS_SUELDO,RETRIBUCIONMENSUAL,salarioAnual,OBSERVACIONES
José Antonio Gómez Moreno,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Nerpio,Castilla-La Mancha,21567.69,,,0,,1540.55,21567.69,Dedicación Exclusiva
Purificación Sánchez Vitoria,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Ossa de Montiel,Castilla-La Mancha,27502.3,,,0,,1964.45,27502.3,Dedicación Exclusiva
Pedro Rodríguez Córcoles,Ganemos-IU,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Peñascosa,Castilla-La Mancha,0,,,630,,45,630,Sin dedicación
Juan Gómez Morote,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pétrola,Castilla-La Mancha,1800,,,210,,143.57,2010,Dedicación Parcial
Francisco García Alcaraz,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Pozo Cañada,Castilla-La Mancha,0,,,5790,,413.57,5790,Sin dedicación
Víctor Martínez Giménez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Pozohondo,Castilla-La Mancha,19279.96,,,0,,1377.14,19279.96,Dedicación Parcial
Luis Miguel Atiénzar Núñez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Pozo-Lorente,Castilla-La Mancha,0,,,200,,14.29,200,Sin dedicación
Federico Moreno Sánchez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Riópar,Castilla-La Mancha,32654.02,,,0,,2332.43,32654.02,Dedicación Exclusiva
Miguel Zamora Saiz,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Tarazona de la Mancha,Castilla-La Mancha,14756.38,,,5879.5,,1473.99,20635.88,Dedicación Exclusiva
Amparo Ballesteros Jiménez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Tobarra,Castilla-La Mancha,16398.69,,,0,,1171.34,16398.69,Dedicación Exclusiva
Fermín Gómez Sarrión,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de VALDEGANGA,Castilla-La Mancha,22809.45,,,0,,1629.25,22809.45,Dedicación Exclusiva
Cecilio González Blasco,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Villamalea,Castilla-La Mancha,33600,,,0,,2400,33600,Dedicación Exclusiva
Cortés Buendía Sánchez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Yeste,Castilla-La Mancha,32758.04,,,0,,2339.86,32758.04,Dedicación Exclusiva
Antonio Manuel Ortiz Oliva,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Abla,Andalucía,28280,,,0,,2020,28280,Dedicación Exclusiva
Antonio Torres Ruiz,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Abrucena,Andalucía,8393.7,,,0,,599.55,8393.7,Dedicación Parcial
Manuel Cortés Pérez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Adra,Andalucía,42985.56,,,0,,3070.4,42985.56,Dedicación Exclusiva
Ana Isabel Padilla Sáez,AIpAL,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Albánchez,Andalucía,9600,,,0,,685.71,9600,Dedicación Parcial
Sonia María Guil Soriano,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Alboloduy,Andalucía,21758.96,,,0,,1554.21,21758.96,Dedicación Parcial
Francisco Torrecillas Sánchez,CILUS,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Albox,Andalucía,49999.88,,,0,,3571.42,49999.88,Dedicación Exclusiva
Antonio Ocaña Baños,Para La Gente,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Alcolea,Andalucía,23745.16,,,0,,1696.08,23745.16,Dedicación Parcial
Cristóbal Rodríguez López,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Alhama de Almería,Andalucía,30800,,,0,,2200,30800,Dedicación Exclusiva
Antonio Navarro López,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Alicún,Andalucía,0,,,5840,,417.14,5840,Sin dedicación
Ramón Fernández-Pacheco Monterreal,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de ALMERÍA,Andalucía,77677.74,,,0,,5548.41,77677.74,Dedicación Exclusiva
Francisco García García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Almócita,Andalucía,0,,,300,,21.43,300,Sin dedicación
Manuel Nicolás Cuadra González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Alsodux,Andalucía,0,,,600,,42.86,600,Sin dedicación
Isabel Belmonte Soler,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Antas,Andalucía,0,,,721,,51.5,721,Sin dedicación
Cristóbal García Granados,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Arboleas,Andalucía,39999.96,,,0,,2857.14,39999.96,Dedicación Exclusiva
José Berruezo Padilla,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Armuña de Almanzora,Andalucía,14665.87,,,180,,1060.42,14845.87,Dedicación Parcial
Nuria Rodríguez Martín,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Balanegra,Andalucía,28763.28,,,0,,2054.52,28763.28,Dedicación Exclusiva
Jacinto Navarro Fernández,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Bayárcal,Andalucía,15000,,,0,,1071.43,15000,Dedicación Parcial
Ángeles Mirallas Jiménez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Bayarque,Andalucía,0,,,100,,7.14,100,Sin dedicación
Ángel Francisco Collado Fernández,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Bédar,Andalucía,30602.88,,,0,,2185.92,30602.88,Dedicación Parcial
Carmen González Garvi,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Beires,Andalucía,0,,,100,,7.14,100,Sin dedicación
María del Carmen Soriano Martínez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Benahadux,Andalucía,36999.95,,,0,,2642.85,36999.95,Dedicación Exclusiva
Francisco Alonso Martínez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Canjáyar,Andalucía,0,,,300,,21.43,300,Sin dedicación
Purificación Sánchez Aranega,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Cantoria,Andalucía,39999.96,,,0,,2857.14,39999.96,Dedicación Exclusiva
Felipe Cayuela Hernández,GICAR,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Carboneras,Andalucía,44725.38,,,0,,3194.67,44725.38,Dedicación Exclusiva
Emma Sola García,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Chirivel,Andalucía,28260,,,0,,2018.57,28260,Dedicación Exclusiva
José Fuentes Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cóbdar,Andalucía,8472.8,,,0,,605.2,8472.8,Dedicación Parcial
Antonio Fernández Liria,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cuevas del Almanzora,Andalucía,36309,,,0,,2593.5,36309,Dedicación Exclusiva
Francisco Góngora Cara,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de El EJIDO,Andalucía,60585.98,,,0,,4327.57,60585.98,Dedicación Exclusiva
Baldomero Martínez Carretero,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Felix,Andalucía,0,,,1050,,75,1050,Sin dedicación
Rodrigo Sánchez Simón,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fines,Andalucía,39999.96,,,0,,2857.14,39999.96,Dedicación Exclusiva
Rafael Montes Rincón,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de FIÑANA,Andalucía,39999.96,,,0,,2857.14,39999.96,Dedicación Exclusiva
Lourdes Ramos Rodríguez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Gádor,Andalucía,35933.59,,,0,,2566.69,35933.59,Dedicación Parcial
María González Martínez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Los Gallardos,Andalucía,34239.06,,,0,,2445.65,34239.06,Dedicación Exclusiva
María López Cervantes,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Garrucha,Andalucía,35350,,,0,,2525,35350,Dedicación Exclusiva
Miguel Guijarro Parra,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Gérgal,Andalucía,18969.58,,,0,,1354.97,18969.58,Dedicación Exclusiva
Ismael Torres Miras,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Huércal de Almería,Andalucía,48020.23,,,0,,3430.02,48020.23,Dedicación Exclusiva
Domingo Fernández Zurano,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Huércal-Overa,Andalucía,50000,,,0,,3571.43,50000,Dedicación Exclusiva
Carmelo Llobregat Torres,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Illar,Andalucía,0,,,6720,,480,6720,Sin dedicación
Dolores Moreno Sobrino,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Laroya,Andalucía,18000,,,0,,1285.71,18000,Dedicación Parcial
Domingo José Ramos Camacho,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Lubrín,Andalucía,8336.3,,,0,,595.45,8336.3,Dedicación Parcial
Raúl Martínez Requejo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Macael,Andalucía,44999.98,,,0,,3214.28,44999.98,Dedicación Exclusiva
Rosa María Cano Montoya,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Mojácar,Andalucía,43400,,,0,,3100,43400,Dedicación Exclusiva
José Miguel Hernández García,Tod@s,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de La Mojonera,Andalucía,43999.9,,,0,,3142.85,43999.9,Dedicación Exclusiva
Esperanza Pérez Felices,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de NÍJAR,Andalucía,50801.04,,,0,,3628.65,50801.04,Dedicación Exclusiva
Antonio Martínez Pascual,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Olula del Río,Andalucía,39200,,,0,,2800,39200,Dedicación Exclusiva
Marcos Reche Galera,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Oria,Andalucía,33126.3,,,0,,2366.16,33126.3,Dedicación Exclusiva
Antonio Gutiérrez Romero,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Padules,Andalucía,6385.08,,,200,,470.36,6585.08,Dedicación Parcial
José Asensio Águila,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Paterna del Río,Andalucía,15000,,,0,,1071.43,15000,Dedicación Parcial
Juan Manuel López Rodríguez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Pechina,Andalucía,36057,,,0,,2575.5,36057,Dedicación Exclusiva
Juan Pedro García Pérez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pulpí,Andalucía,45875.62,,,1,,3276.9,45876.62,Dedicación Exclusiva
Trinidad Góngora Escámez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Santa Fe de Mondújar,Andalucía,25704,,,0,,1836,25704,Dedicación Parcial
Francisco Javier Sola Golbano,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Senés,Andalucía,0,,,3075,,219.64,3075,Sin dedicación
Juan Antonio Lorenzo Cazorla,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Serón,Andalucía,0,,,1217.06,,86.93,1217.06,Sin dedicación
Juan Rubio Cano,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Sierro,Andalucía,17179.08,,,0,,1227.08,17179.08,Dedicación Parcial
Mercedes Navío Torres,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Somontín,Andalucía,21290.84,,,0,,1520.77,21290.84,Dedicación Parcial
José Fernández Amador,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Sorbas,Andalucía,0,,,630,,45,630,Sin dedicación
Raúl Guirao Liria,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Suflí,Andalucía,15888,,,0,,1134.86,15888,Dedicación Parcial
José Díaz Ibáñez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Tabernas,Andalucía,39998,,,0,,2857,39998,Dedicación Exclusiva
Antonio Martos Sánchez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Taberno,Andalucía,19199.8,,,0,,1371.41,19199.8,Dedicación Parcial
José Nicolás Ayala Amate,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Terque,Andalucía,0,,,6080,,434.29,6080,Sin dedicación
Mario Padilla Maldonado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Tíjola,Andalucía,39900,,,0,,2850,39900,Dedicación Exclusiva
Virtudes Teresa Pérez Castillo,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Las Tres Villas,Andalucía,29268.4,,,0,,2090.6,29268.4,Dedicación Exclusiva
María Isabel López Alías,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Turre,Andalucía,25070.77,,,0,,1790.77,25070.77,Dedicación Exclusiva
María Isabel Serrano Cañabate,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Urrácal,Andalucía,25428.93,,,0,,1816.35,25428.93,Dedicación Parcial
Antonio Cabrera Gea,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Vélez-Blanco,Andalucía,39371.36,,,0,,2812.24,39371.36,Dedicación Exclusiva
Miguel Martínez-Carlón Manchón,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Vélez-Rubio,Andalucía,45041.68,,,0,,3217.26,45041.68,Dedicación Exclusiva
Félix Mariano López Caparrós,Partido Andalucista,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Vera,Andalucía,0,,,6575,,469.64,6575,Sin dedicación
Manuel Jesús Flores Malpica,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Viator,Andalucía,38999.94,,,0,,2785.71,38999.94,Dedicación Exclusiva
Antonio Bonilla Rodríguez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de VÍCAR,Andalucía,54999.98,,,0,,3928.57,54999.98,Dedicación Exclusiva
Luis Díaz García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Zurgena,Andalucía,20720,,,0,,1480,20720,Dedicación Parcial
Joseba Koldo Garitagoitia Odria,DTI-AIA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Alegría-Dulantzi,País Vasco,50820.81,,,0,,3630.06,50820.81,Dedicación Exclusiva
Josune Irabien Marigorta,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de AMURRIO,País Vasco,62202.36,,,0,,4443.03,62202.36,Dedicación Exclusiva
Lierni Altuna Ugarte,EH Bildu,Bildu,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Aramaio,País Vasco,37976,,,0,,2712.57,37976,Dedicación Exclusiva
María Blanca Anteparra Uribe,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Arratzua-Ubarrundia,País Vasco,17597.72,,,0,,1256.98,17597.72,Dedicación Parcial
Afro Olabe Martínez de Albéniz,EH Bildu,Bildu,Hombre,Alcalde,Alcalde,Ayuntamiento de Barrundia,País Vasco,0,,,7080,,505.71,7080,Sin dedicación
Ana Villasante Ruiz de Arcaute,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Bernedo,País Vasco,17338.86,,,933.7,,1305.18,18272.56,Dedicación Parcial
Nati López de Muniain Alzola,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Elburgo/Burgelu,País Vasco,0,,,9207.67,,657.69,9207.67,Sin dedicación
Luis Aldazábal Ruiz de Viñaspre,ZB,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Elciego,País Vasco,0,,,6457.08,,461.22,6457.08,Sin dedicación
Jesús Berganza González,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Erriberagoitia/Ribera Alta,País Vasco,26353.74,,,0,,1882.41,26353.74,Dedicación Parcial
Pedro San Vicente Corres,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Harana/Valle de Arana,País Vasco,0,,,3686.4,,263.31,3686.4,Sin dedicación
Susana Díaz de Arcaya Cubillo,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Iruraiz-Gauna,País Vasco,7140.7,,,0,,510.05,7140.7,Dedicación Parcial
Laura Pérez Borinaga,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Labastida/Bastida,País Vasco,33329.94,,,0,,2380.71,33329.94,Dedicación Exclusiva
José María Martínez Fernández,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Lagrán,País Vasco,0,,,5839.2,,417.09,5839.2,Sin dedicación
Javier Uriarte Jairo,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Lantarón,País Vasco,0,,,9000,,642.86,9000,Sin dedicación
Maider Murillo Treviño,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Lapuebla de Labarca,País Vasco,24482.22,,,0,,1748.73,24482.22,Dedicación Parcial
Nekane Garaigordobil Bengoa,EH Bildu,Bildu,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Legutio,País Vasco,26353.74,,,0,,1882.41,26353.74,Dedicación Parcial
Miriam Garrido Remírez de Ganuza,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Moreda de Álava/Moreda Araba,País Vasco,0,,,1440,,102.86,1440,Sin dedicación
Sergio Tato Eguren,OKONDO AURRERA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Okondo,País Vasco,22502.51,,,0,,1607.32,22502.51,Dedicación Exclusiva
Juan José Betolaza Pinedo,AMI,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Peñacerrada-Urizaharra,País Vasco,0,,,1298.16,,92.73,1298.16,Sin dedicación
Miren Santamaría Martínez,PNV,PNV,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Ribera Baja/Erribera Beitia,País Vasco,29544.62,,,0,,2110.33,29544.62,Dedicación Parcial
David López de Arbina Ruiz de Eguino,EH Bildu,Bildu,Hombre,Alcalde,Alcalde,Ayuntamiento de San Millán/Donemiliaga,País Vasco,21210.05,,,599.02,,1557.79,21809.07,Dedicación Parcial
Juan Carlos Ramírez-Escudero Isusi,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Valdegovía/Gaubea,País Vasco,0,,,251,,17.93,251,Sin dedicación
Iñaki Pérez Berrueco,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de Villabuena de Álava/Eskuernaga,País Vasco,0,,,225.38,,16.1,225.38,Sin dedicación
Gorka Utaran Agirre,PNV,PNV,Hombre,Alcalde,Alcalde,Ayuntamiento de VITORIA-GASTEIZ,País Vasco,81860.7,,,0,,5847.19,81860.7,Dedicación Exclusiva
Gustavo Fernando Fernández Villate,EH Bildu,Bildu,Hombre,Alcalde,Alcalde,Ayuntamiento de Zalduondo,País Vasco,0,,,330,,23.57,330,Sin dedicación
Unai Gutiérrez Urquiza,EH Bildu,Bildu,Hombre,Alcalde,Alcalde,Ayuntamiento de Zuia,País Vasco,33827.28,,,0,,2416.23,33827.28,Dedicación Parcial
David Moreno Bobela,N. ADS.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Aller,Asturias,42322.17,,,0,,3023.01,42322.17,Dedicación Exclusiva
José Félix Fenández Fernández,FAC,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Amieva,Asturias,29988,,,0,,2142,29988,Dedicación Parcial
María Virtudes Monteserín Rodríguez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Avilés,Asturias,53597.04,,,,,3828.36,53597.04,Dedicación Exclusiva
Rosa María Rodríguez González,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Belmonte de Miranda,Asturias,28000,,,0,,2000,28000,Dedicación Exclusiva
Aitor García Corte,PAS,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Bimenes,Asturias,16041.72,,,50,,1149.41,16091.72,Dedicación Exclusiva
José Antonio Barrientos González,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Boal,Asturias,23808.56,,,0,,1700.61,23808.56,Dedicación Exclusiva
Francisco González López,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cabrales,Asturias,27788.74,,,0,,1984.91,27788.74,Dedicación Parcial
Gerardo Fabián Fernández,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cabranes,Asturias,19858.97,,,0,,1418.5,19858.97,Dedicación Parcial
Natalia González Menéndez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de CANDAMO,Asturias,32000.08,,,0,,2285.72,32000.08,Dedicación Parcial
María Salomé Samartino Pérez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Caravia,Asturias,20122.75,,,0,,1437.34,20122.75,Dedicación Parcial
Amelia Fernández López,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Carreño,Asturias,41057.52,,,0,,2932.68,41057.52,Dedicación Exclusiva
Yasmina Triguero Estévez,IU-IX,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de CASTRILLÓN,Asturias,42397.3,,,0,,3028.38,42397.3,Dedicación Exclusiva
Salvador Méndez Méndez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Coaña,Asturias,39897.34,,,0,,2849.81,39897.34,Dedicación Exclusiva
Rogelio Pando Valle,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de COLUNGA,Asturias,38398,,,0,,2742.71,38398,Dedicación Exclusiva
Iván Fernández García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Corvera de Asturias,Asturias,33500,,,0,,2392.86,33500,Dedicación Exclusiva
Ignacio Escribano Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cudillero,Asturias,45886.97,,,0,,3277.64,45886.97,Dedicación Exclusiva
Araceli Soarez García,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de DEGAÑA,Asturias,0,,,255,,18.21,255,Sin dedicación
Cecilia Pérez Sánchez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de El Franco,Asturias,35000,,,0,,2500,35000,Dedicación Exclusiva
María del Carmen Moriyón Entrialgo,FAC,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de GIJÓN,Asturias,64945.02,,,0,,4638.93,64945.02,Dedicación Exclusiva
Jorge Suárez García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Gozón,Asturias,42000,,,0,,3000,42000,Dedicación Exclusiva
José Luis Trabanco González,IU-IX,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Grado,Asturias,44584.61,,,0,,3184.62,44584.61,Dedicación Exclusiva
Eustaquio Revilla Villegas,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Grandas de Salime,Asturias,15000.02,,,1366.6,,1169.04,16366.62,Dedicación Parcial
Silvia Méndez Abello,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Ibias,Asturias,20867.2,,,0,,1490.51,20867.2,Dedicación Exclusiva
Leandro López Fernández,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Illano,Asturias,17500,,,0,,1250,17500,Dedicación Parcial
Fernando Alberto Tirador Martínez,IU-IX,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Illas,Asturias,39996,,,0,,2856.86,39996,Dedicación Exclusiva
Jesús Manuel Sánchez Antuña,IU-IX,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Langreo,Asturias,0,,,4050,,289.29,4050,Dedicación Parcial
Gemma Álvarez Delgado,IU-IX,Unidos Podemos. confluencias y listas afines,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Lena,Asturias,36023.34,,,0,,2573.1,36023.34,Dedicación Exclusiva
Gerardo Sanz Pérez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Llanera,Asturias,31999.94,,,0,,2285.71,31999.94,Dedicación Exclusiva
Enrique Riestra Rozas,VECINOSxLLANES,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de LLANES,Asturias,37417.24,,,0,,2672.66,37417.24,Dedicación Exclusiva
Aníbal José Vázquez Fernández,IU-IX,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de MIERES,Asturias,0,,,6030,,430.71,6030,Sin dedicación
Maximino García Suárez,IU-IX,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Morcín,Asturias,0,,,1340,,95.71,1340,Sin dedicación
María del Carmen Arango Sánchez,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Muros de Nalón,Asturias,25706.52,,,0,,1836.18,25706.52,Dedicación Exclusiva
Juan Cañal Canteli,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Nava,Asturias,0,,,4954,,353.86,4954,Sin dedicación
